belief,policy,mode,alpha,tau,gamma,feedback,n_households,n_questions,task_accuracy,belief_accuracy,mean_budget,mean_budget_per_day,forced_answer_rate,budget_per_day,qhat_global
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.6728,0.639356,0.263467,23.712,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.663289,0.633441,0.2196,19.764,0.0,24,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.6656,0.636057,0.265733,23.916,0.0,24,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.665156,0.630887,0.265867,23.928,0.0,24,0.251725
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.658311,0.63024,0.266489,23.984,0.0,24,0.251725
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.651822,0.628072,0.266667,24.0,0.0,24,0.986579
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.652,0.628168,0.266667,24.0,0.0,24,0.986579
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.6512,0.627629,0.266667,24.0,0.0,24,0.986579
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.651778,0.627487,0.266667,24.0,0.0,24,0.986579
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.686222,0.641113,0.244622,22.016,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.686622,0.641818,0.2448,22.032,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.685689,0.641083,0.240311,21.628,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.677022,0.635445,0.197778,17.8,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0,oracle,10,22500,0.682667,0.64104,0.246933,22.224,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.661556,0.632456,0.235778,21.22,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.632622,0.613349,0.099556,8.96,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.660933,0.631292,0.259156,23.324,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.632089,0.614693,0.109733,9.876,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.661511,0.633819,0.2656,23.904,0.0,24,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.636489,0.615662,0.1372,12.348,0.0,24,0.809400
