belief,policy,budget,day_index,n,task_accuracy,belief_accuracy,senses_per_question
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,3,900,0.908889,0.773449,2.62
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,4,900,0.951111,0.753224,3.536667
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,5,900,0.931111,0.831623,1.487778
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,6,900,0.901111,0.846912,0.797778
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,7,900,0.935556,0.758667,3.545556
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,8,900,0.928889,0.769577,3.313333
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,9,900,0.928889,0.771974,3.08
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,10,900,0.925556,0.772299,2.712222
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,11,900,0.916667,0.761692,2.681111
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,12,900,0.937778,0.86633,1.048889
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,13,900,0.946667,0.879865,1.043333
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,14,900,0.927778,0.758706,3.505556
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,15,900,0.908889,0.755197,3.016667
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,16,900,0.943333,0.762127,4.051111
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,17,900,0.924444,0.758133,3.091111
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,18,900,0.944444,0.758013,3.7
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,19,900,0.92,0.83799,1.23
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,20,900,0.938889,0.870156,0.817778
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,21,900,0.93,0.746151,3.315556
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,22,900,0.944444,0.770325,3.356667
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,23,900,0.918889,0.756522,3.078889
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,24,900,0.924444,0.769048,3.353333
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,25,900,0.931111,0.741927,3.194444
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,26,900,0.922222,0.834969,1.291111
PeriodicPersistence,VoIThresholdSense_lambda0.01,soft,27,900,0.924444,0.862204,1.171111
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,3,900,0.665556,0.646742,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,4,900,0.615556,0.578078,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,5,900,0.731111,0.691959,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,6,900,0.802222,0.772809,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,7,900,0.604444,0.583397,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,8,900,0.632222,0.607029,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,9,900,0.646667,0.620043,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,10,900,0.645556,0.621772,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,11,900,0.646667,0.618034,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,12,900,0.791111,0.768653,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,13,900,0.791111,0.769006,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,14,900,0.622222,0.601807,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,15,900,0.604444,0.601237,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,16,900,0.597778,0.581341,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,17,900,0.61,0.58595,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,18,900,0.605556,0.57704,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,19,900,0.741111,0.712169,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,20,900,0.812222,0.76512,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,21,900,0.598889,0.580757,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,22,900,0.638889,0.604794,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,23,900,0.612222,0.596458,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,24,900,0.627778,0.6023,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,25,900,0.594444,0.573825,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,26,900,0.708889,0.692895,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,24,27,900,0.773333,0.755974,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,3,900,0.77,0.687652,0.902222
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,4,900,0.717778,0.614275,0.922222
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,5,900,0.848889,0.775596,0.803333
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,6,900,0.884444,0.824553,0.582222
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,7,900,0.725556,0.639115,0.972222
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,8,900,0.758889,0.667922,0.935556
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,9,900,0.75,0.675627,0.922222
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,10,900,0.732222,0.6458,0.944444
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,11,900,0.748889,0.650103,0.903333
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,12,900,0.881111,0.833061,0.727778
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,13,900,0.903333,0.850909,0.651111
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,14,900,0.725556,0.64821,0.89
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,15,900,0.728889,0.649469,0.984444
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,16,900,0.705556,0.622066,1.0
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,17,900,0.751111,0.655094,0.942222
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,18,900,0.713333,0.623062,1.0
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,19,900,0.84,0.772683,0.767778
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,20,900,0.897778,0.828762,0.478889
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,21,900,0.718889,0.636451,0.912222
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,22,900,0.733333,0.653078,0.951111
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,23,900,0.734444,0.644424,0.968889
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,24,900,0.718889,0.652462,0.917778
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,25,900,0.712222,0.617991,0.924444
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,26,900,0.843333,0.775263,0.758889
PeriodicPersistence,VoIThresholdSense_lambda0.02,90,27,900,0.866667,0.817199,0.586667
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,3,900,0.864444,0.741436,1.462222
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,4,900,0.88,0.70002,1.817778
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,5,900,0.874444,0.792281,0.813333
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,6,900,0.873333,0.818301,0.497778
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,7,900,0.874444,0.715301,1.888889
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,8,900,0.863333,0.720602,1.648889
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,9,900,0.885556,0.735766,1.7
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,10,900,0.861111,0.733383,1.458889
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,11,900,0.872222,0.726359,1.437778
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,12,900,0.892222,0.839877,0.646667
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,13,900,0.907778,0.853695,0.71
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,14,900,0.85,0.698852,1.666667
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,15,900,0.824444,0.705542,1.506667
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,16,900,0.88,0.703953,1.941111
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,17,900,0.864444,0.706529,1.551111
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,18,900,0.881111,0.708862,1.855556
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,19,900,0.886667,0.817813,0.906667
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,20,900,0.898889,0.839087,0.522222
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,21,900,0.847778,0.701753,1.722222
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,22,900,0.873333,0.724967,1.635556
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,23,900,0.846667,0.701194,1.576667
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,24,900,0.871111,0.72467,1.686667
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,25,900,0.87,0.69876,1.874444
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,26,900,0.868889,0.799292,0.824444
PeriodicPersistence,VoIThresholdSense_lambda0.02,soft,27,900,0.875556,0.823591,0.67
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,3,900,0.687778,0.652377,0.241111
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,4,900,0.641111,0.594805,0.256667
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,5,900,0.757778,0.709982,0.22
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,6,900,0.816667,0.774643,0.208889
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,7,900,0.635556,0.597755,0.237778
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,8,900,0.632222,0.609788,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,9,900,0.675556,0.625977,0.245556
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,10,900,0.652222,0.620978,0.261111
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,11,900,0.632222,0.611825,0.246667
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,12,900,0.802222,0.762827,0.192222
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,13,900,0.796667,0.780297,0.206667
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,14,900,0.624444,0.604125,0.254444
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,15,900,0.614444,0.601934,0.256667
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,16,900,0.6,0.577271,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,17,900,0.631111,0.601197,0.257778
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,18,900,0.615556,0.586935,0.264444
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,19,900,0.755556,0.721954,0.246667
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,20,900,0.815556,0.768187,0.18
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,21,900,0.627778,0.584622,0.257778
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,22,900,0.637778,0.604563,0.261111
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,23,900,0.63,0.603822,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,24,900,0.63,0.612483,0.262222
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,25,900,0.616667,0.580811,0.252222
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,26,900,0.718889,0.706348,0.245556
PeriodicPersistence,VoIThresholdSense_lambda0.05,24,27,900,0.781111,0.770127,0.218889
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,3,900,0.712222,0.669337,0.348889
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,4,900,0.704444,0.628392,0.426667
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,5,900,0.801111,0.743733,0.318889
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,6,900,0.833333,0.796191,0.292222
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,7,900,0.71,0.647946,0.514444
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,8,900,0.74,0.663924,0.541111
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,9,900,0.741111,0.658791,0.497778
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,10,900,0.74,0.667454,0.541111
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,11,900,0.75,0.66947,0.477778
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,12,900,0.804444,0.780719,0.278889
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,13,900,0.824444,0.789021,0.261111
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,14,900,0.701111,0.642174,0.442222
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,15,900,0.692222,0.644685,0.424444
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,16,900,0.691111,0.625507,0.48
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,17,900,0.713333,0.64908,0.481111
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,18,900,0.705556,0.639153,0.596667
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,19,900,0.796667,0.765159,0.326667
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,20,900,0.832222,0.779706,0.183333
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,21,900,0.702222,0.635567,0.485556
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,22,900,0.736667,0.664907,0.513333
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,23,900,0.704444,0.649772,0.497778
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,24,900,0.672222,0.644392,0.35
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,25,900,0.713333,0.623489,0.595556
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,26,900,0.761111,0.728592,0.308889
PeriodicPersistence,VoIThresholdSense_lambda0.05,90,27,900,0.805556,0.788052,0.324444
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,3,900,0.712222,0.669378,0.348889
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,4,900,0.704444,0.630032,0.423333
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,5,900,0.802222,0.744354,0.32
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,6,900,0.842222,0.802817,0.301111
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,7,900,0.712222,0.65064,0.517778
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,8,900,0.732222,0.658798,0.537778
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,9,900,0.746667,0.66357,0.516667
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,10,900,0.744444,0.671608,0.584444
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,11,900,0.764444,0.675241,0.497778
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,12,900,0.805556,0.781937,0.26
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,13,900,0.826667,0.791087,0.278889
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,14,900,0.703333,0.639255,0.477778
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,15,900,0.708889,0.647186,0.518889
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,16,900,0.692222,0.626958,0.504444
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,17,900,0.715556,0.648485,0.507778
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,18,900,0.694444,0.633213,0.541111
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,19,900,0.8,0.759459,0.365556
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,20,900,0.83,0.778276,0.18
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,21,900,0.703333,0.637152,0.556667
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,22,900,0.724444,0.657751,0.461111
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,23,900,0.691111,0.639519,0.472222
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,24,900,0.706667,0.657412,0.436667
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,25,900,0.71,0.620039,0.526667
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,26,900,0.762222,0.73304,0.272222
PeriodicPersistence,VoIThresholdSense_lambda0.05,soft,27,900,0.801111,0.784201,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,3,900,0.672222,0.640978,0.165556
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,4,900,0.621111,0.582343,0.151111
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,5,900,0.721111,0.69153,0.121111
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,6,900,0.788889,0.760299,0.145556
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,7,900,0.625556,0.599713,0.183333
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,8,900,0.651111,0.623364,0.188889
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,9,900,0.654444,0.62738,0.175556
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,10,900,0.648889,0.619868,0.165556
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,11,900,0.66,0.614121,0.16
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,12,900,0.768889,0.740598,0.122222
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,13,900,0.787778,0.769065,0.141111
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,14,900,0.62,0.602741,0.138889
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,15,900,0.618889,0.596049,0.161111
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,16,900,0.614444,0.580051,0.156667
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,17,900,0.651111,0.614021,0.182222
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,18,900,0.612222,0.591298,0.148889
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,19,900,0.735556,0.715828,0.112222
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,20,900,0.798889,0.748207,0.107778
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,21,900,0.627778,0.589348,0.171111
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,22,900,0.646667,0.606746,0.155556
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,23,900,0.63,0.609751,0.175556
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,24,900,0.627778,0.608264,0.173333
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,25,900,0.622222,0.579339,0.171111
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,26,900,0.714444,0.703665,0.124444
PeriodicPersistence,VoIThresholdSense_lambda0.1,24,27,900,0.76,0.752417,0.124444
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,3,900,0.674444,0.641661,0.167778
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,4,900,0.625556,0.583732,0.155556
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,5,900,0.721111,0.692184,0.121111
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,6,900,0.787778,0.759138,0.14
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,7,900,0.626667,0.599655,0.184444
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,8,900,0.648889,0.622414,0.191111
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,9,900,0.661111,0.629416,0.18
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,10,900,0.644444,0.61405,0.154444
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,11,900,0.668889,0.620338,0.183333
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,12,900,0.766667,0.740002,0.12
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,13,900,0.784444,0.768813,0.141111
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,14,900,0.616667,0.601971,0.131111
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,15,900,0.621111,0.597804,0.17
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,16,900,0.614444,0.579557,0.164444
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,17,900,0.65,0.615863,0.18
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,18,900,0.616667,0.594913,0.155556
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,19,900,0.737778,0.716695,0.11
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,20,900,0.798889,0.747819,0.113333
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,21,900,0.636667,0.590607,0.182222
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,22,900,0.644444,0.606226,0.145556
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,23,900,0.628889,0.609393,0.181111
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,24,900,0.626667,0.604695,0.173333
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,25,900,0.618889,0.579592,0.172222
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,26,900,0.714444,0.703584,0.126667
PeriodicPersistence,VoIThresholdSense_lambda0.1,90,27,900,0.76,0.751037,0.128889
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,3,900,0.674444,0.641907,0.167778
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,4,900,0.625556,0.583969,0.155556
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,5,900,0.721111,0.692184,0.121111
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,6,900,0.787778,0.759199,0.14
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,7,900,0.626667,0.599928,0.184444
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,8,900,0.648889,0.622705,0.191111
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,9,900,0.661111,0.629348,0.18
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,10,900,0.644444,0.614184,0.154444
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,11,900,0.668889,0.620464,0.183333
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,12,900,0.766667,0.740002,0.12
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,13,900,0.785556,0.768832,0.141111
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,14,900,0.616667,0.602019,0.131111
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,15,900,0.62,0.597644,0.17
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,16,900,0.614444,0.579479,0.164444
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,17,900,0.65,0.615821,0.18
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,18,900,0.616667,0.595004,0.155556
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,19,900,0.737778,0.71675,0.11
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,20,900,0.798889,0.747789,0.113333
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,21,900,0.636667,0.59087,0.182222
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,22,900,0.644444,0.606113,0.145556
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,23,900,0.628889,0.609481,0.181111
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,24,900,0.626667,0.604717,0.173333
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,25,900,0.618889,0.579591,0.172222
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,26,900,0.714444,0.703577,0.126667
PeriodicPersistence,VoIThresholdSense_lambda0.1,soft,27,900,0.76,0.751056,0.128889
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,3,900,0.655556,0.633022,0.084444
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,4,900,0.596667,0.566026,0.082222
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,5,900,0.67,0.657457,0.062222
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,6,900,0.76,0.736194,0.071111
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,7,900,0.605556,0.586006,0.084444
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,8,900,0.611111,0.599341,0.082222
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,9,900,0.626667,0.606229,0.083333
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,10,900,0.598889,0.583905,0.076667
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,11,900,0.616667,0.587722,0.09
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,12,900,0.728889,0.716084,0.071111
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,13,900,0.752222,0.744046,0.065556
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,14,900,0.593333,0.574918,0.066667
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,15,900,0.574444,0.575809,0.072222
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,16,900,0.576667,0.556609,0.093333
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,17,900,0.621111,0.594735,0.091111
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,18,900,0.6,0.579009,0.102222
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,19,900,0.696667,0.689204,0.061111
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,20,900,0.768889,0.729451,0.052222
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,21,900,0.588889,0.565541,0.07
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,22,900,0.608889,0.57801,0.082222
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,23,900,0.587778,0.576316,0.075556
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,24,900,0.598889,0.587352,0.086667
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,25,900,0.581111,0.557614,0.085556
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,26,900,0.676667,0.671748,0.067778
PeriodicPersistence,VoIThresholdSense_lambda0.2,24,27,900,0.723333,0.728254,0.067778
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,3,900,0.655556,0.632828,0.084444
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,4,900,0.596667,0.566441,0.082222
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,5,900,0.67,0.657366,0.062222
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,6,900,0.76,0.736133,0.071111
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,7,900,0.605556,0.585898,0.084444
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,8,900,0.611111,0.599315,0.082222
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,9,900,0.626667,0.606601,0.083333
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,10,900,0.598889,0.583983,0.076667
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,11,900,0.616667,0.58783,0.09
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,12,900,0.728889,0.715959,0.071111
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,13,900,0.752222,0.744052,0.065556
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,14,900,0.593333,0.575153,0.066667
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,15,900,0.574444,0.575762,0.072222
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,16,900,0.576667,0.556663,0.093333
PeriodicPersistence,VoIThresholdSense_lambda0.2,90,17,900,0.621111,0.594921,0.091111
