belief,policy,mode,alpha,tau,gamma,feedback,n_households,n_questions,task_accuracy,belief_accuracy,mean_budget,mean_budget_per_day,forced_answer_rate,budget_per_day,qhat_global,budget,sweep
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.645956,0.588819,1.0,90.0,0.0,90,0.999762,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.647067,0.589366,1.0,90.0,0.0,90,0.999373,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.648,0.588651,1.0,90.0,0.0,90,0.999373,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.646444,0.586639,1.0,90.0,0.0,90,0.999247,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.644533,0.584231,0.999867,89.988,0.0,90,0.999247,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.649956,0.586755,0.998667,89.88,0.0,90,0.998084,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.660756,0.587824,0.996978,89.728,0.0,90,0.998084,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.659022,0.581154,0.989289,89.036,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.623689,0.573554,0.852178,76.696,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.556933,0.534921,0.104667,9.42,0.0,90,0.758147,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.613156,0.562275,0.670089,60.308,0.0,90,0.758147,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.610578,0.550552,0.471022,42.392,0.0,90,0.214867,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.674489,0.576713,0.795422,71.588,0.0,90,0.214867,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.680044,0.592087,0.998844,89.896,0.0,90,0.998084,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.712178,0.595388,0.998889,89.9,0.0,90,0.998084,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.740933,0.597436,0.998756,89.888,0.0,90,0.998084,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.714711,0.591971,0.997378,89.764,0.0,90,0.998084,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.677956,0.581413,0.984667,88.62,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.715422,0.587893,0.986489,88.784,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.728356,0.589171,0.977111,87.94,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.691244,0.583576,0.929867,83.688,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.554356,0.532958,0.092978,8.368,0.0,90,0.758147,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.554444,0.532954,0.092978,8.368,0.0,90,0.758147,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.554222,0.532921,0.092356,8.312,0.0,90,0.758147,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.551733,0.532585,0.082711,7.444,0.0,90,0.758147,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.660178,0.579927,0.988578,88.972,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.6532,0.574316,0.853156,76.784,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.542889,0.523482,0.138756,12.488,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.646711,0.575874,0.893644,80.428,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.547778,0.53167,0.0744,6.696,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.6448,0.577295,0.924044,83.164,0.0,90,0.988570,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.552356,0.534349,0.104978,9.448,0.0,90,0.988570,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.592356,0.588895,0.0,0.0,0.0,90,,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.7188,0.677935,1.0,90.0,0.0,90,,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.719156,0.678456,1.0,90.0,0.0,90,0.999818,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.718711,0.678103,1.0,90.0,0.0,90,0.999818,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.721111,0.679589,1.0,90.0,0.0,90,0.999600,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.724533,0.681771,0.999333,89.94,0.0,90,0.999600,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.731422,0.686333,0.996889,89.72,0.0,90,0.999255,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.735911,0.689897,0.995556,89.6,0.0,90,0.999255,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.741689,0.691137,0.977067,87.936,0.0,90,0.997470,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.750133,0.694396,0.905378,81.484,0.0,90,0.997470,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.713378,0.670587,0.283111,25.48,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.776133,0.70631,0.739156,66.524,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.7528,0.682469,0.392889,35.36,0.0,90,0.117829,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.792622,0.711587,0.782844,70.456,0.0,90,0.117829,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.847067,0.722455,0.681511,61.336,0.0,90,0.037791,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.851911,0.733532,0.865556,77.9,0.0,90,0.037791,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.770311,0.699049,0.973689,87.632,0.0,90,0.997470,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.8136,0.710714,0.972444,87.52,0.0,90,0.997470,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.853822,0.724678,0.957422,86.168,0.0,90,0.997470,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.8408,0.733635,0.914533,82.308,0.0,90,0.997470,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.7088,0.667151,0.261467,23.532,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.699067,0.663105,0.224444,20.2,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.691422,0.659701,0.205111,18.46,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.684178,0.654798,0.179467,16.152,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.592444,0.58888,0.0,0.0,0.0,90,0.117829,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.5924,0.588878,0.0,0.0,0.0,90,0.117829,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.592489,0.588887,0.0,0.0,0.0,90,0.117829,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.5924,0.588884,0.0,0.0,0.0,90,0.117829,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.713244,0.670222,0.282622,25.436,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.731467,0.67661,0.549911,49.492,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.610133,0.600665,0.030044,2.704,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.740133,0.686046,0.771022,69.392,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.608844,0.599412,0.027911,2.512,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.742444,0.689951,0.832978,74.968,0.0,90,0.937579,90,budget90
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.633156,0.617675,0.103022,9.272,0.0,90,0.937579,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,90,,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.714356,0.661858,1.0,90.0,0.0,90,,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.715956,0.662717,1.0,90.0,0.0,90,0.999316,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.715867,0.662773,1.0,90.0,0.0,90,0.999316,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.716533,0.663407,1.0,90.0,0.0,90,0.999114,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.717289,0.663868,1.0,90.0,0.0,90,0.999114,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.721156,0.665701,1.0,90.0,0.0,90,0.998497,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.7376,0.672787,0.997956,89.816,0.0,90,0.998497,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.741644,0.6735,0.998267,89.844,0.0,90,0.986579,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.726533,0.672927,0.864622,77.816,0.0,90,0.986579,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.711289,0.654886,0.301733,27.156,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.733822,0.67126,0.614533,55.308,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.707156,0.651699,0.362356,32.612,0.0,90,0.429786,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.773733,0.682526,0.755022,67.952,0.0,90,0.429786,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.803422,0.685601,0.736978,66.328,0.0,90,0.251725,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.820311,0.688889,0.854,76.86,0.0,90,0.251725,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.760222,0.674545,0.996711,89.704,0.0,90,0.986579,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.779111,0.674396,0.996489,89.684,0.0,90,0.986579,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.791378,0.675967,0.996889,89.72,0.0,90,0.986579,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.762667,0.680239,0.994667,89.52,0.0,90,0.986579,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.705467,0.651741,0.292267,26.304,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.705378,0.651736,0.292133,26.292,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.701956,0.649622,0.274311,24.688,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.677689,0.636482,0.201022,18.092,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,90,0.429786,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,90,0.429786,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,90,0.429786,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,90,0.429786,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.709511,0.653902,0.302933,27.264,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.722578,0.65574,0.564667,50.82,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.632,0.612382,0.105022,9.452,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.728578,0.663071,0.757689,68.192,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.636222,0.616104,0.125956,11.336,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.731289,0.670232,0.8268,74.412,0.0,90,0.809400,90,budget90
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.650267,0.624298,0.165067,14.856,0.0,90,0.809400,90,budget90
