household,protocol,method,perm,n_days,draw,accuracy,accuracy_moved_only
C,E2,fallback,2,32,0,0.9941176470588236,0.0
C,E2,pooled,2,32,0,0.9941176470588236,0.0
C,E2,fallback,2,32,1,0.9823529411764705,0.0
C,E2,pooled,2,32,1,0.9823529411764705,0.0
C,E2,fallback,2,32,2,0.5,0.0
C,E2,pooled,2,32,2,0.0,0.0
C,E2,fallback,2,32,3,0.9882352941176471,0.0
C,E2,pooled,2,32,3,0.9882352941176471,0.0
C,E2,fallback,2,32,4,0.9411764705882353,0.0
C,E2,pooled,2,32,4,0.49411764705882355,0.0
C,E1,persistence,2,48,,0.885972850678733,
C,E1,modal,2,48,,0.897737556561086,
C,E1,frequency,2,48,,0.9591251885369533,
C,E1,markov,2,48,,0.9327300150829563,
C,E1,pooled,2,48,,0.9503770739064856,
C,E1,fremen,2,48,,0.9547511312217195,
C,E2,fallback,2,48,0,0.9941176470588236,0.0
C,E2,pooled,2,48,0,0.9941176470588236,0.0
C,E2,fallback,2,48,1,0.9823529411764705,0.0
C,E2,pooled,2,48,1,0.9823529411764705,0.0
C,E2,fallback,2,48,2,0.5,0.0
C,E2,pooled,2,48,2,0.0,0.0
C,E2,fallback,2,48,3,0.9882352941176471,0.0
C,E2,pooled,2,48,3,0.9882352941176471,0.0
C,E2,fallback,2,48,4,0.9411764705882353,0.0
C,E2,pooled,2,48,4,0.49411764705882355,0.0
C,E1,persistence,2,65,,0.885972850678733,
C,E1,modal,2,65,,0.897737556561086,
C,E1,frequency,2,65,,0.9595776772247361,
C,E1,markov,2,65,,0.9318250377073907,
C,E1,pooled,2,65,,0.9597285067873303,
C,E1,fremen,2,65,,0.9553544494720966,
C,E2,fallback,2,65,0,0.9941176470588236,0.0
C,E2,pooled,2,65,0,0.9941176470588236,0.0
C,E2,fallback,2,65,1,0.9823529411764705,0.0
C,E2,pooled,2,65,1,0.9823529411764705,0.0
C,E2,fallback,2,65,2,0.5,0.0
C,E2,pooled,2,65,2,0.0,0.0
C,E2,fallback,2,65,3,0.9882352941176471,0.0
C,E2,pooled,2,65,3,0.9882352941176471,0.0
C,E2,fallback,2,65,4,0.9411764705882353,0.0
C,E2,pooled,2,65,4,0.49411764705882355,0.0
